vehicleId,balance,bid,reputation,panelCount,paticipateCount,state
20_1000008_1__76,0,0.76,0.81,0,0,-1
15_1000008_1__12,0,2.55,0.81,0,0,-1
22_1000008_1__1,0,2.79,0.81,0,0,-1
1000002_91_2__8,0,0.61,0.81,0,0,-1
1000020_129_1__7,0,2.11,0.81,0,0,-1
17_1000000_2__42,0,2.72,0.8,0,0,-1
82_1000000_1__11,0,2.73,0.8,0,0,-1
82_1000000_1__17,0,0.93,0.8,0,0,-1
20_1000000_1__34,0,2.66,0.8,0,0,-1
50_1000000_1__56,0,1.45,0.8,0,0,-1
71_1000000_1__0,0,2.88,0.8,0,0,-1
1000002_1000000_1__52,0,1.88,0.8,0,0,-1
50_1000000_1__25,0,2.79,0.8,0,0,-1
1000002_1000000_1__26,0,2.36,0.73,1,1,-1
50_1000000_1__45,0,2.19,0.8,0,1,-1
1000002_1000000_1__27,0,1.77,0.73,1,1,-1
15_1000000_1__27,0,1.46,0.8,0,1,-1
1000020_1000000_1__88,0,2.88,0.8,0,1,-1
1000019_22_2__28,0,1.34,0.7,1,8,-1
1000019_19_1__41,0,1.39,0.7,1,8,-1
1000019_22_2__36,0,2.16,0.8,0,8,-1
1000008_22_1__7,0,1.15,0.81,0,1,-1
93_1000002_1__18,0,1.23,0.73,1,1,-1
82_128_1__0,0,1.92,0.81,0,0,-1
82_1000007_1__52,0,2.42,0.81,0,0,-1
82_1000007_1__3,0,2.31,0.81,0,0,-1
82_1000007_1__48,0,2.09,0.81,0,0,-1
1000021_17_3__0,0,1.04,0.53,3,9,-1
1000019_19_1__39,0,1.92,0.81,0,0,-1
1000019_23_2__22,0,2.0,0.81,0,0,-1
1000019_22_1__73,0,1.19,0.81,0,0,-1
1000019_19_1__31,0,1.49,0.81,0,0,-1
1000019_22_2__18,0,2.67,0.81,0,0,-1
1000019_19_1__102,0,2.63,0.81,0,0,-1
1000019_22_2__49,0,2.29,0.81,0,0,-1
1000019_23_3__33,0,2.89,0.81,0,0,-1
1000019_23_1__3,0,2.56,0.81,0,0,-1
1000019_22_1__11,0,1.67,0.81,0,0,-1
1000019_23_3__40,0,2.32,0.81,0,0,-1
1000019_19_1__27,0,1.45,0.81,0,0,-1
1000019_14_1__2,0,1.07,0.81,0,0,-1
1000019_23_3__24,0,0.62,0.81,0,0,-1
1000019_1000002_1__16,0,1.7,0.81,0,0,-1
1000000_18_1__35,0,1.22,0.8,0,0,-1
1000000_23_3__1,0,2.24,0.8,0,0,-1
1000000_22_1__23,0,2.95,0.8,0,0,-1
1000000_106_1__2,0,1.73,0.8,0,0,-1
1000000_18_1__19,0,1.85,0.8,0,0,-1
1000000_50_1__4,0,1.37,0.8,0,0,-1
1000000_22_2__6,0,2.97,0.8,0,0,-1
1000000_1000004_1__10,0,1.02,0.8,0,0,-1
1000000_17_1__44,0,2.08,0.8,0,0,-1
1000000_120_1__53,0,1.42,0.8,0,0,-1
1000000_15_1__7,0,2.94,0.81,0,0,-1
1000000_1000015_1__37,0,2.74,0.81,0,0,-1
1000000_14_1__20,0,2.17,0.81,0,0,-1
1000000_22_1__25,0,1.44,0.81,0,0,-1
1000005_1000014_1__24,0,2.87,0.8,0,1,-1
1000005_16_1__1,0,0.87,0.8,0,1,-1
21_1000000_1__17,0,2.8,0.81,0,0,-1
23_1000000_1__36,0,0.97,0.81,0,0,-1
15_1000008_1__24,0,2.21,0.81,0,0,-1
1000005_91_1__26,0,1.36,0.81,0,0,-1
70_1000000_1__2,0,1.81,0.8,0,0,-1
1000014_1000007_1__14,0,2.6,0.8,0,0,-1
15_1000000_1__9,0,2.38,0.8,0,0,-1
1000019_22_2__39,0,2.24,0.46,3,7,-1
1000019_14_1__17,0,1.48,0.64,2,3,-1
1000019_22_1__47,0,1.0,0.68,1,7,-1
1000019_19_1__54,0,2.39,0.7,1,8,-1
77_20_1__0,0,2.0,0.8,0,4,-1
1000005_1000013_1__88,0,2.89,0.72,1,4,-1
81_1000013_1__1,0,0.93,0.8,0,4,-1
77_1000008_1__5,0,0.74,0.72,1,4,-1
1000021_17_2__10,0,1.76,0.6,2,8,-1
1000005_1000013_1__125,0,1.76,0.57,2,7,-1
81_1000013_1__50,0,2.26,0.57,2,7,-1
91_1000013_1__9,0,2.04,0.73,1,1,-1
1000000_22_1__4,0,0.8,0.8,0,0,-1
1000000_107_2__0,0,1.52,0.8,0,0,-1
1000000_23_1__10,0,0.52,0.8,0,0,-1
1000000_17_1__125,0,1.41,0.8,0,0,-1
1000000_18_1__25,0,2.88,0.8,0,0,-1
1000000_17_1__85,0,1.39,0.8,0,0,-1
1000021_1000009_1__13,0,2.41,0.48,2,5,-1
1000020_77_1__9,0,1.16,0.62,5,20,-1
18_1000011_1__87,0,1.86,0.81,0,0,-1
18_1000011_1__36,0,2.12,0.81,0,0,-1
18_1000011_1__27,0,0.99,0.81,0,0,-1
1000005_91_1__7,0,2.35,0.8,0,0,-1
1000014_1000007_1__18,0,0.7,0.8,0,0,-1
15_1000008_1__16,0,1.55,0.81,0,0,-1
106_1000008_2__4,0,2.63,0.81,0,0,-1
1000020_1000000_1__13,0,1.03,0.8,0,1,-1
50_1000000_1__1,0,1.47,0.8,0,0,-1
18_1000000_2__1,0,2.09,0.8,0,1,-1
1000002_1000000_1__78,0,2.75,0.8,0,0,-1
1000004_1000000_1__10,0,0.63,0.8,0,0,-1
1000019_22_1__83,0,2.48,0.64,2,3,-1
1000019_91_1__163,0,0.53,0.81,0,0,-1
1000019_23_3__35,0,2.0,0.72,1,3,-1
1000019_23_3__36,0,1.59,0.8,0,2,-1
1000019_22_1__54,0,2.48,0.72,1,2,-1
1000019_19_1__157,0,2.54,0.8,0,2,-1
1000019_23_1__31,0,0.52,0.72,1,3,-1
1000019_19_1__104,0,1.98,0.8,0,3,-1
1000019_23_1__1,0,1.71,0.8,0,3,-1
1000019_21_1__7,0,2.79,0.56,3,3,-1
1000019_19_1__115,0,2.95,0.8,0,6,-1
1000019_22_1__35,0,1.04,0.72,1,3,-1
1000019_18_2__2,0,2.88,0.8,0,7,-1
1000019_23_1__8,0,1.03,0.46,3,7,-1
71_1000000_1__12,0,2.69,0.8,0,1,-1
71_1000000_1__24,0,0.82,0.8,0,1,-1
1000003_1000000_1__5,0,1.09,0.8,0,1,-1
1000000_23_1__42,0,2.33,0.73,1,1,-1
1000000_17_1__23,0,1.59,0.8,0,0,-1
1000000_105_2__9,0,1.45,0.8,0,0,-1
1000000_14_1__59,0,1.44,0.8,0,1,-1
1000000_1000016_1__4,0,2.63,0.8,0,0,-1
1000000_1000005_1__39,0,1.14,0.73,1,1,-1
1000000_23_1__68,0,1.31,0.8,0,0,-1
1000000_120_1__33,0,0.66,0.8,0,0,-1
1000000_91_1__58,0,1.36,0.81,0,0,-1
1000000_129_1__0,0,1.21,0.81,0,0,-1
1000000_17_1__93,0,2.32,0.81,0,0,-1
1000000_129_1__15,0,0.53,0.81,0,0,-1
1000000_129_1__60,0,2.83,0.81,0,0,-1
1000007_14_1__39,0,2.13,0.8,0,3,-1
1000020_77_1__6,0,2.34,0.63,4,19,-1
77_1000008_1__20,0,1.87,0.8,0,0,-1
70_1000008_1__5,0,2.63,0.8,0,0,-1
15_1000000_1__2,0,2.27,0.8,0,0,-1
82_1000000_1__28,0,1.21,0.8,0,1,-1
71_1000000_1__2,0,2.91,0.73,1,1,-1
50_1000000_1__64,0,0.77,0.73,1,1,-1
70_1000000_1__17,0,2.27,0.8,0,1,-1
18_1000000_2__13,0,1.52,0.8,0,0,-1
1000019_23_3__8,0,1.22,0.8,0,3,-1
1000019_21_1__40,0,1.56,0.8,0,1,-1
1000019_23_2__18,0,1.44,0.72,1,3,-1
1000019_23_1__13,0,1.49,0.8,0,1,-1
1000019_23_3__57,0,2.78,0.8,0,1,-1
1000021_105_1__2,0,1.62,0.81,0,0,-1
1000000_20_1__41,0,2.96,0.8,0,1,-1
1000000_18_1__3,0,1.33,0.8,0,1,-1
1000000_16_1__10,0,2.81,0.72,1,1,-1
1000000_17_1__70,0,2.85,0.8,0,1,-1
1000000_23_1__29,0,0.84,0.8,0,1,-1
1000000_23_2__50,0,0.63,0.8,0,1,-1
1000000_19_1__37,0,2.75,0.8,0,0,-1
1000000_107_1__0,0,1.39,0.8,0,1,-1
1000000_17_1__21,0,2.03,0.8,0,0,-1
1000000_19_1__20,0,2.24,0.8,0,1,-1
1000000_22_1__41,0,0.66,0.8,0,0,-1
1000000_23_3__0,0,1.25,0.72,1,1,-1
1000000_77_1__2,0,1.73,0.72,1,1,-1
1000000_14_1__6,0,2.83,0.8,0,1,-1
1000000_16_1__2,0,2.07,0.8,0,1,-1
1000000_129_1__90,0,2.17,0.8,0,0,-1
1000000_91_1__8,0,1.71,0.8,0,0,-1
1000000_129_1__26,0,2.54,0.8,0,0,-1
1000000_129_1__17,0,0.77,0.8,0,0,-1
1000000_129_1__29,0,2.3,0.8,0,0,-1
1000009_106_1__26,0,1.18,0.65,4,18,-1
50_1000000_1__57,0,1.17,0.55,6,18,-1
20_1000008_1__69,0,1.39,0.8,0,0,-1
1000009_91_2__8,0,1.11,0.8,0,0,-1
1000014_1000007_1__8,0,0.57,0.8,0,0,-1
1000014_1000007_1__31,0,2.72,0.8,0,0,-1
105_1000000_1__3,0,1.71,0.8,0,0,-1
20_1000000_1__30,0,2.33,0.8,0,0,-1
20_1000000_1__3,0,1.83,0.8,0,1,-1
106_1000000_2__11,0,2.22,0.8,0,0,-1
82_1000000_1__1,0,0.81,0.8,0,1,-1
1000019_91_1__44,0,2.94,0.8,0,0,-1
1000019_18_1__0,0,2.12,0.8,0,1,-1
1000019_91_1__45,0,0.93,0.8,0,0,-1
1000019_23_1__37,0,2.5,0.8,0,1,-1
1000019_22_1__68,0,0.94,0.73,1,1,-1
1000019_19_1__58,0,0.63,0.8,0,1,-1
1000019_19_1__125,0,0.68,0.8,0,1,-1
1000019_19_1__33,0,2.98,0.8,0,1,-1
1000019_19_1__120,0,0.69,0.8,0,1,-1
1000019_15_1__95,0,1.08,0.71,1,8,-1
1000019_1000007_1__74,0,1.45,0.8,0,11,-1
1000008_14_1__25,0,1.77,0.8,0,1,-1
1000008_21_1__3,0,2.63,0.8,0,1,-1
1000021_105_1__28,0,0.73,0.81,0,0,-1
82_50_1__2,0,2.51,0.81,0,0,-1
1000000_120_1__24,0,1.08,0.8,0,1,-1
1000000_14_1__21,0,2.31,0.8,0,1,-1
1000000_22_1__40,0,2.73,0.8,0,0,-1
1000000_1000004_1__2,0,1.16,0.8,0,0,-1
1000000_129_1__12,0,1.25,0.8,0,0,-1
1000000_17_1__146,0,2.52,0.8,0,0,-1
82_70_1__4,0,2.0,0.73,1,1,-1
82_1000004_1__4,0,1.49,0.8,0,0,-1
82_1000013_1__40,0,0.55,0.81,0,0,-1
50_1000009_1__61,0,2.95,0.73,1,1,-1
18_1000009_1__22,0,1.28,0.8,0,1,-1
1000005_81_1__20,0,2.65,0.81,0,0,-1
1000005_77_1__13,0,2.39,0.81,0,0,-1
1000005_1000009_1__5,0,1.42,0.73,1,1,-1
1000005_91_1__11,0,2.94,0.73,1,1,-1
15_1000000_2__12,0,2.14,0.8,0,1,-1
1000002_1000000_1__67,0,2.75,0.8,0,1,-1
1000014_21_1__4,0,2.31,0.8,0,0,-1
21_1000000_1__12,0,0.56,0.8,0,1,-1
106_1000008_2__34,0,1.41,0.8,0,0,-1
20_1000008_1__87,0,2.82,0.8,0,0,-1
17_1000000_3__3,0,2.82,0.8,0,1,-1
1000004_1000000_1__2,0,2.11,0.8,0,1,-1
82_1000000_1__33,0,1.03,0.73,1,1,-1
18_1000000_2__39,0,1.29,0.8,0,1,-1
20_1000000_1__20,0,1.75,0.8,0,1,-1
20_1000000_1__26,0,2.38,0.8,0,0,-1
1000019_22_2__60,0,1.05,0.41,3,6,-1
1000019_91_1__33,0,1.9,0.8,0,0,-1
1000019_91_1__105,0,1.93,0.8,0,0,-1
1000019_19_1__37,0,0.57,0.48,2,5,-1
1000019_23_1__5,0,2.6,0.8,0,5,-1
1000019_23_3__17,0,0.99,0.48,2,5,-1
1000019_21_1__25,0,1.76,0.65,1,5,-1
1000019_23_3__25,0,1.2,0.8,0,5,-1
1000019_23_3__23,0,1.33,0.48,2,5,-1
1000019_22_2__1,0,1.16,0.48,2,5,-1
1000019_14_1__15,0,2.32,0.65,1,5,-1
1000019_23_3__49,0,0.73,0.73,1,1,-1
23_1000000_1__35,0,2.37,0.8,0,0,-1
70_1000000_1__7,0,1.33,0.8,0,0,-1
77_1000007_1__41,0,1.4,0.81,0,0,-1
91_20_1__1,0,1.8,0.65,1,5,-1
1000000_1000004_1__21,0,0.86,0.73,1,2,-1
1000000_19_1__44,0,1.42,0.8,0,1,-1
1000000_18_1__41,0,2.21,0.8,0,2,-1
1000000_17_1__80,0,1.69,0.72,1,1,-1
1000000_17_1__98,0,1.51,0.8,0,2,-1
1000000_20_1__13,0,2.68,0.72,1,2,-1
1000000_1000015_1__2,0,0.64,0.8,0,1,-1
1000000_23_1__6,0,1.49,0.73,1,2,-1
1000000_107_1__30,0,1.76,0.73,1,2,-1
1000000_81_1__35,0,2.58,0.8,0,1,-1
1000000_22_1__33,0,2.79,0.8,0,1,-1
1000000_17_1__101,0,1.38,0.8,0,0,-1
1000000_1000015_1__25,0,2.8,0.8,0,0,-1
1000000_129_1__11,0,2.95,0.8,0,0,-1
1000000_20_1__15,0,2.84,0.8,0,0,-1
1000000_107_1__5,0,0.74,0.8,0,0,-1
82_1000013_1__17,0,1.91,0.81,0,0,-1
50_1000009_1__41,0,1.75,0.8,0,4,-1
19_1000002_1__15,0,1.64,0.81,0,0,-1
23_1000009_1__4,0,2.09,0.81,0,0,-1
19_1000009_1__18,0,1.31,0.81,0,0,-1
22_1000008_1__17,0,2.11,0.8,0,0,-1
22_1000008_1__70,0,2.67,0.8,0,0,-1
18_1000000_2__20,0,2.12,0.8,0,1,-1
22_1000008_1__2,0,1.28,0.8,0,0,-1
106_1000008_2__16,0,1.14,0.8,0,0,-1
106_1000008_2__8,0,2.9,0.8,0,0,-1
106_1000008_2__21,0,2.05,0.8,0,0,-1
22_1000000_1__28,0,1.53,0.8,0,1,-1
106_1000000_2__1,0,2.41,0.8,0,2,-1
18_1000000_2__7,0,1.59,0.8,0,1,-1
1000019_22_1__40,0,2.31,0.72,1,10,-1
1000019_23_3__7,0,0.71,0.8,0,10,-1
1000019_19_1__13,0,0.61,0.63,2,10,-1
1000019_19_1__113,0,1.55,0.42,5,10,-1
1000019_14_1__27,0,0.99,0.53,3,9,-1
1000019_22_2__47,0,1.15,0.27,6,9,-1
1000019_19_1__63,0,2.55,0.63,2,9,-1
1000019_23_3__13,0,0.63,0.71,1,9,-1
1000019_19_1__158,0,1.7,0.71,1,9,-1
1000019_22_2__68,0,1.15,0.62,2,9,-1
1000019_21_1__20,0,2.45,0.8,0,6,-1
1000015_1000011_1__83,0,1.87,0.81,0,0,-1
1000015_1000011_1__155,0,1.92,0.81,0,0,-1
81_1000007_1__36,0,2.45,0.81,0,0,-1
81_1000011_1__27,0,2.11,0.81,0,0,-1
81_1000011_1__11,0,2.43,0.81,0,0,-1
70_1000011_1__25,0,2.59,0.81,0,0,-1
1000015_1000011_1__117,0,0.99,0.81,0,0,-1
1000015_1000011_1__53,0,0.84,0.81,0,0,-1
1000015_1000011_1__141,0,2.27,0.81,0,0,-1
1000021_1000004_1__8,0,2.24,0.73,1,3,-1
82_1000013_1__39,0,1.67,0.8,0,2,-1
1000021_1000014_1__27,0,2.84,0.8,0,2,-1
77_1000013_1__59,0,1.59,0.8,0,1,-1
1000005_1000004_1__14,0,2.79,0.73,1,1,-1
1000021_1000004_1__35,0,2.12,0.8,0,1,-1
1000021_1000014_1__46,0,2.98,0.8,0,0,-1
1000021_1000013_1__28,0,1.54,0.8,0,0,-1
1000021_70_1__2,0,1.48,0.8,0,0,-1
77_1000013_1__13,0,2.15,0.8,0,0,-1
1000021_1000003_1__13,0,2.58,0.8,0,3,-1
82_17_1__1,0,2.69,0.8,0,3,-1
1000005_1000013_1__57,0,1.42,0.8,0,3,-1
82_1000013_1__4,0,2.34,0.8,0,3,-1
1000005_1000013_1__120,0,2.34,0.8,0,3,-1
50_1000013_1__9,0,1.41,0.65,2,3,-1
1000005_1000013_1__1,0,2.76,0.8,0,2,-1
81_1000013_1__39,0,1.85,0.8,0,2,-1
1000005_1000013_1__126,0,2.79,0.8,0,1,-1
1000005_1000013_1__78,0,0.92,0.8,0,0,-1
77_1000000_1__16,0,1.51,0.8,0,4,-1
15_1000009_1__3,0,0.67,0.8,0,1,-1
22_1000008_1__33,0,1.01,0.8,0,1,-1
23_1000002_2__0,0,0.71,0.8,0,1,-1
16_1000009_1__19,0,0.54,0.8,0,1,-1
22_1000008_1__21,0,2.73,0.8,0,1,-1
82_1000009_1__20,0,2.14,0.73,1,1,-1
22_1000008_1__24,0,2.58,0.8,0,1,-1
1000002_1000009_1__75,0,2.52,0.8,0,1,-1
16_1000007_1__14,0,2.49,0.8,0,1,-1
16_1000009_1__91,0,2.08,0.8,0,1,-1
15_1000011_1__22,0,0.75,0.8,0,1,-1
1000005_1000009_1__13,0,2.27,0.8,0,1,-1
23_18_1__0,0,2.87,0.8,0,1,-1
16_1000007_1__29,0,1.88,0.8,0,1,-1
1000000_22_1__14,0,1.65,0.8,0,2,-1
1000000_128_1__0,0,2.02,0.8,0,2,-1
1000000_17_1__32,0,2.95,0.73,1,2,-1
1000000_17_1__41,0,2.67,0.72,1,2,-1
1000000_19_1__42,0,1.59,0.8,0,1,-1
1000000_106_1__8,0,1.32,0.65,2,2,-1
1000000_23_2__10,0,1.57,0.65,2,2,-1
1000000_1000005_1__19,0,2.28,0.8,0,2,-1
1000000_105_1__16,0,0.5,0.8,0,1,-1
1000000_1000005_1__17,0,2.53,0.72,1,2,-1
1000000_17_1__102,0,2.24,0.8,0,2,-1
1000000_17_1__136,0,1.72,0.8,0,2,-1
1000000_129_1__19,0,0.72,0.8,0,0,-1
1000000_91_1__18,0,1.72,0.8,0,0,-1
1000000_20_1__10,0,1.95,0.8,0,0,-1
1000009_22_2__23,0,2.18,0.8,0,1,-1
1000009_21_1__35,0,1.88,0.72,1,1,-1
1000009_21_1__47,0,2.02,0.8,0,1,-1
1000009_22_2__36,0,2.7,0.72,1,1,-1
1000009_23_1__23,0,1.1,0.8,0,1,-1
1000009_23_2__30,0,1.09,0.61,2,9,-1
1000009_129_1__2,0,2.87,0.66,2,9,-1
106_1000009_1__22,0,2.89,0.8,0,0,-1
15_1000000_1__32,0,0.87,0.8,0,0,-1
15_1000008_1__50,0,2.01,0.8,0,0,-1
15_1000000_1__5,0,2.9,0.8,0,0,-1
15_1000000_1__30,0,1.4,0.8,0,0,-1
15_1000000_1__8,0,1.83,0.8,0,1,-1
70_1000000_1__18,0,2.2,0.8,0,1,-1
1000015_1000000_1__8,0,2.86,0.8,0,2,-1
71_1000000_1__7,0,1.8,0.8,0,1,-1
1000019_22_2__10,0,2.34,0.61,2,9,-1
1000019_23_1__25,0,2.86,0.8,0,9,-1
1000019_18_1__9,0,1.65,0.52,3,9,-1
1000019_91_1__123,0,0.52,0.8,0,0,-1
1000019_23_2__2,0,1.19,0.8,0,9,-1
1000019_22_2__11,0,1.94,0.66,2,9,-1
1000019_23_3__28,0,1.71,0.61,2,9,-1
1000008_21_1__40,0,0.91,0.81,0,0,-1
1000008_18_1__16,0,1.14,0.81,0,0,-1
1000008_21_1__32,0,1.1,0.81,0,0,-1
1000008_120_1__26,0,1.54,0.81,0,0,-1
1000008_18_1__6,0,1.91,0.81,0,0,-1
1000021_105_1__23,0,1.85,0.81,0,0,-1
82_1000007_1__26,0,1.29,0.81,0,0,-1
1000021_17_1__45,0,2.77,0.64,2,3,-1
1000005_1000013_1__141,0,1.37,0.8,0,3,-1
1000000_77_1__0,0,2.0,0.8,0,3,-1
81_91_1__1,0,2.19,0.8,0,4,-1
1000021_17_2__16,0,2.25,0.72,1,4,-1
1000021_17_1__50,0,2.45,0.64,2,4,-1
1000005_91_1__9,0,1.03,0.72,1,3,-1
1000021_1000013_1__78,0,1.76,0.8,0,4,-1
1000002_91_2__13,0,1.5,0.64,2,4,-1
105_1000013_1__15,0,1.94,0.8,0,3,-1
1000021_1000014_1__52,0,2.89,0.8,0,4,-1
15_21_1__1,0,2.81,0.81,0,0,-1
23_1000002_2__21,0,1.28,0.81,0,0,-1
106_1000009_1__5,0,2.33,0.81,0,0,-1
15_1000009_1__4,0,2.49,0.81,0,0,-1
1000000_18_1__10,0,1.42,0.8,0,2,-1
1000000_22_2__9,0,1.14,0.72,1,2,-1
1000000_14_1__73,0,1.14,0.8,0,2,-1
1000000_19_1__3,0,0.8,0.8,0,1,-1
1000009_23_1__22,0,0.76,0.69,1,8,-1
1000009_21_1__4,0,2.36,0.8,0,1,-1
1000009_16_1__8,0,1.38,0.6,2,8,-1
1000009_23_2__52,0,1.37,0.47,3,8,-1
1000009_23_1__34,0,1.44,0.53,3,8,-1
1000009_22_1__50,0,1.21,0.8,0,0,-1
1000009_23_2__7,0,1.28,0.58,2,8,-1
1000009_22_1__24,0,2.33,0.8,0,0,-1
1000009_1000010_1__14,0,2.2,0.8,0,1,-1
1000009_19_2__107,0,2.15,0.72,1,1,-1
1000009_14_1__19,0,1.79,0.8,0,1,-1
1000009_22_2__12,0,2.95,0.8,0,0,-1
1000009_23_2__0,0,1.92,0.73,1,1,-1
1000009_23_2__4,0,0.81,0.8,0,0,-1
1000009_22_1__13,0,1.79,0.8,0,0,-1
1000009_1000015_1__11,0,1.66,0.58,2,8,-1
1000009_23_2__45,0,2.57,0.6,2,8,-1
50_23_1__7,0,1.32,0.73,1,4,-1
18_1000009_1__16,0,0.72,0.73,1,3,-1
71_1000008_1__4,0,2.87,0.8,0,0,-1
71_1000000_1__39,0,2.74,0.8,0,0,-1
1000019_91_1__157,0,1.59,0.8,0,1,-1
1000019_91_1__64,0,1.66,0.8,0,1,-1
1000019_21_1__23,0,0.62,0.52,3,9,-1
1000019_91_1__174,0,2.54,0.8,0,1,-1
1000019_21_1__39,0,1.19,0.57,3,9,-1
1000019_19_1__108,0,2.9,0.66,2,9,-1
1000019_19_1__59,0,1.19,0.61,2,9,-1
1000019_19_1__105,0,1.18,0.71,1,9,-1
1000019_19_1__53,0,1.29,0.57,3,9,-1
1000019_18_2__3,0,1.42,0.61,2,9,-1
1000019_22_1__29,0,2.12,0.71,1,9,-1
1000019_19_1__70,0,2.22,0.61,2,9,-1
1000019_14_1__11,0,2.21,0.76,1,9,-1
1000019_19_1__72,0,2.98,0.61,2,9,-1
1000008_18_1__25,0,0.61,0.81,0,0,-1
93_129_1__2,0,2.54,0.81,0,0,-1
1000019_23_1__24,0,2.9,0.81,0,0,-1
82_1000007_1__15,0,0.81,0.81,0,0,-1
1000021_1000004_1__0,0,1.52,0.8,0,2,-1
81_1000004_1__6,0,0.56,0.8,0,2,-1
81_1000013_1__2,0,1.42,0.72,1,2,-1
81_1000004_1__1,0,1.46,0.72,1,2,-1
1000005_1000004_1__9,0,2.72,0.8,0,2,-1
77_23_2__0,0,1.58,0.8,0,2,-1
77_1000013_1__1,0,0.78,0.72,1,2,-1
1000005_1000014_1__16,0,1.46,0.72,1,2,-1
81_1000014_1__13,0,0.85,0.8,0,2,-1
16_1000013_1__164,0,0.7,0.72,1,3,-1
50_17_2__1,0,2.96,0.64,2,3,-1
1000021_17_3__6,0,2.5,0.8,0,3,-1
15_1000007_1__11,0,1.43,0.8,0,1,-1
23_1000002_1__17,0,2.39,0.8,0,1,-1
23_1000002_1__22,0,1.44,0.8,0,1,-1
23_1000002_2__7,0,2.09,0.73,1,1,-1
22_1000000_1__32,0,1.34,0.8,0,1,-1
15_1000009_1__10,0,2.11,0.8,0,1,-1
15_1000009_1__1,0,1.15,0.8,0,1,-1
106_1000009_1__8,0,1.23,0.8,0,1,-1
16_1000007_1__69,0,2.78,0.73,1,1,-1
16_1000009_1__89,0,0.7,0.8,0,1,-1
106_1000000_1__4,0,2.76,0.8,0,1,-1
106_1000009_1__0,0,1.43,0.8,0,1,-1
1000000_22_2__8,0,2.07,0.8,0,1,-1
1000000_105_1__3,0,1.68,0.8,0,1,-1
1000000_17_1__121,0,1.58,0.8,0,1,-1
1000000_17_1__79,0,2.66,0.8,0,1,-1
1000000_23_1__57,0,2.72,0.72,1,1,-1
1000000_22_1__28,0,1.43,0.8,0,1,-1
1000000_16_1__11,0,1.16,0.72,1,1,-1
1000000_23_3__6,0,1.36,0.8,0,1,-1
1000000_23_2__7,0,2.56,0.72,1,1,-1
1000000_23_1__12,0,1.19,0.8,0,1,-1
1000009_14_1__23,0,2.42,0.73,1,1,-1
1000009_92_1__16,0,2.29,0.58,2,8,-1
1000009_16_1__4,0,2.04,0.8,0,8,-1
1000009_21_1__48,0,1.21,0.8,0,1,-1
1000009_20_1__6,0,2.35,0.8,0,1,-1
1000003_107_1__11,0,2.37,0.67,2,13,-1
18_1000011_1__73,0,2.68,0.81,0,0,-1
70_1000000_1__13,0,2.27,0.73,1,1,-1
1000019_19_1__85,0,1.91,0.64,2,8,-1
1000019_23_3__39,0,1.32,0.59,2,8,-1
1000019_22_1__31,0,1.11,0.59,2,8,-1
1000019_23_1__0,0,0.64,0.8,0,8,-1
1000019_21_1__22,0,2.82,0.75,1,8,-1
1000019_19_1__21,0,0.94,0.69,1,8,-1
1000019_19_1__49,0,2.82,0.69,1,8,-1
1000019_19_1__160,0,2.66,0.64,2,8,-1
1000019_22_2__43,0,2.88,0.75,1,8,-1
1000019_23_1__21,0,2.31,0.64,2,8,-1
1000019_1000002_1__2,0,2.93,0.59,2,8,-1
93_1000002_1__20,0,2.2,0.81,0,0,-1
1000008_50_1__12,0,1.7,0.81,0,0,-1
93_16_1__1,0,2.0,0.81,0,0,-1
81_1000004_1__0,0,1.11,0.8,0,2,-1
1000007_1000004_1__45,0,2.49,0.8,0,2,-1
81_1000014_1__7,0,2.11,0.8,0,2,-1
1000005_1000013_1__70,0,1.38,0.72,1,3,-1
1000005_1000013_1__98,0,1.69,0.72,1,3,-1
82_1000009_1__14,0,0.82,0.8,0,0,-1
18_1000009_1__53,0,0.72,0.8,0,0,-1
15_1000011_1__25,0,2.75,0.8,0,0,-1
16_1000009_1__85,0,1.35,0.8,0,0,-1
17_1000009_1__8,0,1.83,0.8,0,0,-1
23_82_1__1,0,1.57,0.8,0,0,-1
23_1000002_1__39,0,2.57,0.8,0,0,-1
23_1000002_1__41,0,0.91,0.8,0,0,-1
23_1000002_1__13,0,2.71,0.8,0,0,-1
16_1000007_1__48,0,1.73,0.8,0,0,-1
22_1000000_1__20,0,2.63,0.8,0,0,-1
23_1000002_1__51,0,2.51,0.8,0,0,-1
23_1000002_2__3,0,1.52,0.8,0,0,-1
81_19_1__4,0,1.7,0.8,0,0,-1
16_1000009_1__67,0,2.79,0.8,0,0,-1
15_1000011_1__61,0,1.6,0.8,0,0,-1
1000000_81_1__14,0,1.4,0.8,0,1,-1
1000000_105_1__18,0,1.84,0.8,0,1,-1
1000000_17_1__86,0,1.24,0.8,0,1,-1
1000000_81_1__22,0,1.68,0.8,0,1,-1
1000000_81_1__18,0,2.9,0.8,0,0,-1
1000000_50_1__35,0,1.59,0.8,0,1,-1
1000000_50_1__27,0,1.44,0.8,0,1,-1
1000000_17_1__89,0,0.53,0.8,0,1,-1
1000000_20_1__22,0,1.89,0.8,0,1,-1
1000000_18_1__4,0,2.01,0.8,0,1,-1
1000000_17_1__5,0,0.73,0.8,0,0,-1
1000000_1000015_1__14,0,2.19,0.8,0,0,-1
82_1000000_1__9,0,1.01,0.31,8,13,-1
1000007_16_1__19,0,1.73,0.72,1,4,-1
